donor,epsilon_1,epsilon_2,foscttm,label_transfer_accuracy,alignment_score,rmse,nmi,asw_label,ari,asw_batch,graph_connectivity
s1d2,0.001,0.001,0.5342,0.0770029673590504,0.8602849993356658,0.2980865660678613,0.2362230737384402,0.4767129858593444,0.165960486169797,0.7380004715397188,0.547401447936582
s1d2,0.001,0.005,0.4863,0.1718100890207715,0.8196111430975686,0.2726183242675645,0.3191028324712686,0.4904221169034129,0.1622942105387861,0.6509737519828354,0.6066005760163765
s1d2,0.001,0.01,0.4792,0.1660237388724035,0.7990854333672882,0.2619032437923196,0.3346308927010983,0.4893874811102064,0.1454433882618405,0.6168488646110895,0.5891771071080701
s1d2,0.001,0.05,0.5501,0.1074183976261127,0.4713461623632579,0.2449401018745549,0.3964628644396199,0.4907969047819206,0.2161596476691642,0.505526264318638,0.5313993328739205
s1d2,0.001,0.1,0.4736,0.1826409495548961,0.2415939589884406,0.2383094079649674,0.3012793379800986,0.4873105826994992,0.2017334911194,0.4888105253958521,0.4450047576575787
s1d2,0.001,0.5,0.4749,0.1845697329376854,0.2348177510075733,0.2383377239826658,0.2825614500524262,0.4871754854013673,0.2025592649072652,0.4887790647756813,0.4441742193276026
s1d2,0.005,0.001,0.3871,0.2724035608308605,0.7622879666947163,0.2414452725427685,0.4120267420603787,0.495482520852942,0.2799998568111759,0.567503737815102,0.6859721244634172
s1d2,0.005,0.005,0.3614,0.3320474777448071,0.5574482926613226,0.2340549470198974,0.5000326814376954,0.5030177548481002,0.2874517664548492,0.4878206334945682,0.599285752546333
s1d2,0.005,0.01,0.3527,0.3421364985163205,0.4733845608751493,0.2326939764434116,0.4902447760477815,0.5050516705239717,0.25929595047744,0.4770300070073295,0.54416911435944
s1d2,0.005,0.05,0.4673,0.1974777448071216,0.2105773063466053,0.2357882119751516,0.2883325104361801,0.493237166173857,0.2057695356758043,0.4563039710808438,0.4467755705884692
s1d2,0.005,0.1,0.469,0.1974777448071216,0.2100812702068293,0.2358081643721172,0.2876478258340197,0.4932098404295075,0.2107462941870249,0.4563011571254223,0.4453359303396863
s1d2,0.005,0.5,0.4705,0.1986646884272997,0.2097446742548386,0.2358228394583811,0.2804730921744531,0.4931936805808557,0.2104398221863076,0.4563009587341895,0.4469697438577775
s1d2,0.01,0.001,0.3904,0.3166172106824926,0.516611674564861,0.2343529277512298,0.5138084955608468,0.5008771535629756,0.3109222014509047,0.4806870322150289,0.5414638453627926
s1d2,0.01,0.005,0.3518,0.3422848664688427,0.3565204393462952,0.2327141312122379,0.4935962208081222,0.5037214753820797,0.2721095074025617,0.4555265550097759,0.4722233666064813
s1d2,0.01,0.01,0.4576,0.1954005934718101,0.1759533194561318,0.2353199111892514,0.3403768986561362,0.4963507305421877,0.2142279027511527,0.4431320591519418,0.4457552336094149
s1d2,0.01,0.05,0.4667,0.1971810089020771,0.1738805970149254,0.2354180680858277,0.28348067087391,0.4961393883811595,0.1989358122570464,0.4430534889096279,0.4430350235584206
s1d2,0.01,0.1,0.4683,0.1982195845697329,0.1737477301917712,0.2354286543232056,0.2849989841001832,0.4961269092446969,0.2106096488932057,0.4430537679654919,0.4427108434135989
s1d2,0.01,0.5,0.4695,0.1983679525222552,0.1736359006156163,0.2354361199394404,0.2813869054991426,0.4961193511734296,0.202941038813929,0.4430544515621332,0.4428298694198161
s1d2,0.05,0.001,0.4651,0.2818991097922849,0.1216561849506177,0.2354536121404813,0.4881574741767351,0.5003343186508743,0.253026866065543,0.432554101110662,0.4442481667474861
s1d2,0.05,0.005,0.4598,0.1956973293768546,0.0984366003808848,0.2354401427011421,0.3425549528146564,0.4991263819416056,0.2131304382025896,0.4293974616246171,0.4427727645735101
s1d2,0.05,0.01,0.4641,0.1970326409495549,0.0982981974400992,0.2354555075761702,0.3171440742555575,0.4990951991467623,0.1768887657321856,0.4293816125171665,0.4421668820584228
s1d2,0.05,0.05,0.4703,0.1980712166172107,0.0982306568049957,0.2354701870584324,0.282116299008261,0.4990728093804696,0.2080907340542344,0.4293793328913852,0.4419272805289452
s1d2,0.05,0.1,0.4715,0.1980712166172107,0.0982184773462065,0.2354720900200823,0.281229727577838,0.4990704615862129,0.2063447638383518,0.4293796292724973,0.4407493190041607
s1d2,0.05,0.5,0.4725,0.1983679525222552,0.0982107267815227,0.2354736483751764,0.2753939075219306,0.4990686675171698,0.1757755707426272,0.429379976189517,0.444542985264692
s1d2,0.1,0.001,0.461,0.207566765578635,0.0899497320519067,0.2354992404704081,0.4067871586838324,0.4995135022886027,0.2182492508873899,0.4284814737822792,0.4447060483816927
s1d2,0.1,0.005,0.4633,0.1951038575667655,0.084925151689623,0.235495824796163,0.3420840473951844,0.4993363464893335,0.2022239666435071,0.4275569574152381,0.443283956401108
s1d2,0.1,0.01,0.4675,0.1954005934718101,0.0848653616192036,0.2355029014775069,0.332446034467902,0.4993212639820555,0.1988106260003389,0.4275510665698079,0.4442114625174168
s1d2,0.1,0.05,0.4734,0.1958456973293768,0.0848288232428363,0.2355099559169894,0.2866622734985493,0.4993096262373118,0.2113858330737792,0.4275502369269373,0.4422178531017949
s1d2,0.1,0.1,0.4746,0.1959940652818991,0.0848310376898887,0.2355109088160619,0.2841347159116164,0.4993083259179071,0.2083837277936137,0.4275504077411508,0.446152504740533
s1d2,0.1,0.5,0.4757,0.1958456973293768,0.084832144913415,0.2355116894870909,0.2827307079164567,0.4993073242544901,0.2111417505043313,0.4275505991852077,0.4411702480861919
s1d2,0.5,0.001,0.4714,0.1884272997032641,0.0739060631560299,0.2355411648738202,0.3896546999546937,0.4993822423111907,0.2180251037517161,0.4261149177671803,0.4440766604184134
s1d2,0.5,0.005,0.4689,0.1897626112759644,0.0737709818858231,0.2355447609192208,0.3386590530962191,0.499355501257194,0.2102097105140077,0.4260819486142256,0.4414070774161708
s1d2,0.5,0.01,0.4731,0.1899109792284866,0.0737632313211392,0.2355461086224138,0.3273737831179165,0.4993526714013054,0.2115804227893912,0.4260809866277376,0.4420100925025253
s1d2,0.5,0.05,0.4789,0.1899109792284866,0.0737610168740865,0.2355474609458049,0.2842404373890016,0.4993503685780245,0.2042490661516472,0.426080876959789,0.4436689224209217
s1d2,0.5,0.1,0.48,0.1899109792284866,0.0737610168740865,0.2355476516489611,0.2850779024939676,0.4993500832740731,0.2026715898251348,0.4260809158496471,0.4424808366252412
s1d2,0.5,0.5,0.4813,0.1899109792284866,0.0737610168740865,0.2355478079395222,0.2803078874483565,0.4993498577704469,0.2079291147535575,0.4260809579263089,0.4408623659127254
s1d3,0.001,0.001,0.4686,0.0941808833839682,0.8542485187578186,0.2805410147161281,0.3291749029561532,0.4778334214174296,0.1724211698556483,0.7360655609996534,0.653459151009827
s1d3,0.001,0.005,0.5009,0.0724468333722832,0.8179948586118253,0.2650633937422841,0.3769374933121606,0.4835166967981916,0.1376386968437058,0.6412877351180722,0.627920268508057
s1d3,0.001,0.01,0.5451,0.0448702967983173,0.8002446970842556,0.2623126160285867,0.3763968731294626,0.4815657819395251,0.1545736419972731,0.597367467276691,0.6226454142974717
s1d3,0.001,0.05,0.4912,0.0972189763963543,0.3048293306572451,0.2364476847782043,0.4293213940927576,0.4894159938643371,0.1998080624571066,0.4987181463902055,0.5684637422645866
s1d3,0.001,0.1,0.5137,0.1025940640336527,0.192510619578516,0.2346240644946605,0.3657910820148677,0.4877474519382614,0.2053831947749287,0.4913221882486278,0.5032785415686609
s1d3,0.001,0.5,0.5206,0.0927786866090208,0.1841469282267707,0.2347448644290335,0.3181486750476848,0.4874602984335617,0.1950367859652732,0.4914843533993275,0.4790056896381138
s1d3,0.005,0.001,0.546,0.0787567188595466,0.7018352281319165,0.2426736033154252,0.4869190196372274,0.4935237906303305,0.2665449651599901,0.5368402642284894,0.6214118163427829
s1d3,0.005,0.005,0.569,0.0869362000467399,0.5618987393976053,0.2393973703130051,0.5605838988434652,0.4987669485878976,0.3245327256787173,0.5024953949009019,0.6003209308933143
s1d3,0.005,0.01,0.562,0.0462724935732647,0.3940392890037528,0.2366737848426097,0.5677057802040405,0.4983994932190494,0.3156795810282217,0.4747652324235867,0.5305293349183704
s1d3,0.005,0.05,0.5291,0.0944145828464594,0.1490287725279409,0.2309740731292191,0.3313771386235847,0.4945621158638709,0.1992627237505786,0.4605615510869488,0.4738754591876621
s1d3,0.005,0.1,0.5315,0.0932460855340032,0.1484321515472279,0.2309953722229761,0.3266998037323072,0.4945416080525414,0.2016754144686753,0.4605565220770607,0.4723354460106773
s1d3,0.005,0.5,0.5337,0.0932460855340032,0.1480609818126829,0.2310108278586721,0.3207219770004118,0.4945316050478958,0.1948610612138432,0.4605543498914544,0.4724949845257959
s1d3,0.01,0.001,0.549,0.1133442393082495,0.3793822085973909,0.2336223310525975,0.6068731210912193,0.5047361008992584,0.3690201350538383,0.4777038830831957,0.540630363768865
s1d3,0.01,0.005,0.6169,0.0556204720729142,0.2341256203346026,0.233827547275508,0.5667761150887197,0.5014234739524988,0.3157365325553303,0.4606737576636601,0.4821975924264638
s1d3,0.01,0.01,0.5202,0.1135779387707408,0.1213780020070658,0.2299562452241244,0.397375814185455,0.4977130133884337,0.2130913340976055,0.448532480511433,0.4756034377797228
s1d3,0.01,0.05,0.5331,0.1084365505959336,0.1195166545234592,0.2300478859386198,0.327812568897428,0.4975716362470095,0.1995169414600266,0.4484610287157462,0.4752441080559226
s1d3,0.01,0.1,0.535,0.1079691516709511,0.1194396711711092,0.2300584750063372,0.3247548761541136,0.4975650704954041,0.198905245988646,0.4484592229443544,0.4753376856774461
s1d3,0.01,0.5,0.5368,0.1077354522084599,0.1193736854405235,0.2300660730557043,0.3219970948135441,0.4975616742734786,0.2017329737603194,0.4484583884035297,0.4731154209953709
s1d3,0.05,0.001,0.4691,0.1231596167328815,0.0858584331138391,0.2291867840095669,0.4673744242764661,0.5005620005501181,0.2347083833086666,0.4374149022828931,0.4760464827565795
s1d3,0.05,0.005,0.5158,0.1159149333956531,0.0732359127338715,0.2293803107362273,0.4000215805390656,0.5002933248533535,0.2120666758768043,0.4363436029538842,0.4753516634670657
s1d3,0.05,0.01,0.5213,0.1161486328581444,0.0730874448400533,0.2293954290571147,0.3756283696831622,0.5002432077407323,0.2079169942448419,0.4363288565116975,0.4766990868841977
s1d3,0.05,0.05,0.5293,0.1166160317831269,0.0730627001910835,0.2294107241140034,0.3294285991918913,0.500215577954501,0.2018936183585357,0.4363253734486848,0.4744381196072149
s1d3,0.05,0.1,0.5309,0.1166160317831269,0.0730627001910835,0.2294127775416931,0.3222172768777627,0.5002130168010265,0.1975744907805953,0.4363253745258497,0.4755913314212043
s1d3,0.05,0.5,0.5324,0.1163823323206356,0.0730627001910835,0.2294144690706133,0.324329802535327,0.5002111352926614,0.2027560762912414,0.4363254510422257,0.4748190265801377
s1d3,0.1,0.001,0.4874,0.1243281140453377,0.0717539832011324,0.2292490943836667,0.4628488647299374,0.5007734799132345,0.2281515675303589,0.4352420517739082,0.4661672763518649
s1d3,0.1,0.005,0.512,0.122692217807899,0.0658812531789999,0.2293330471123883,0.4001273761933329,0.5002879619398126,0.2144357198568977,0.4347260239024662,0.4724078888460699
s1d3,0.1,0.01,0.5177,0.122692217807899,0.0658867519898823,0.229340243739039,0.3782264933502655,0.5002640619790384,0.2086506828094227,0.4347204943642961,0.4734149503121592
s1d3,0.1,0.05,0.5255,0.122692217807899,0.0658977496116463,0.2293477560004241,0.3281190078713979,0.5002496623581455,0.2026903464060215,0.4347191193618815,0.4760978443671872
s1d3,0.1,0.1,0.527,0.122692217807899,0.0658977496116463,0.2293487997165153,0.3260071970110141,0.5002482191036081,0.2011640998594631,0.4347191483109436,0.4746106399052092
s1d3,0.1,0.5,0.5285,0.122692217807899,0.0658922508007643,0.229349659184012,0.3228350997979629,0.5002471369048412,0.2037497089062374,0.4347192107432202,0.4749883312585526
s1d3,0.5,0.001,0.496,0.1245618135078289,0.0604951679199372,0.2292951938459908,0.4447674706396154,0.5002307269760159,0.2244217304492272,0.4334703239547204,0.4760305545181349
s1d3,0.5,0.005,0.508,0.1245618135078289,0.0601047523473051,0.2292979403361795,0.3957377849328397,0.5001400460704141,0.2076984255992902,0.4334284133400277,0.4760600316031712
s1d3,0.5,0.01,0.514,0.1245618135078289,0.0600965041309817,0.2292993391821563,0.3753229999696799,0.5001357622347458,0.20844751859686,0.433427486002869,0.4754860983804505
s1d3,0.5,0.05,0.5218,0.1245618135078289,0.0601075017527458,0.2293008071221333,0.3253811490912241,0.5001329652054493,0.1989320384627663,0.4334272598323677,0.4754658962632941
s1d3,0.5,0.1,0.5235,0.1245618135078289,0.0601047523473051,0.2293010186899297,0.3257628987974759,0.5001326633593467,0.1998910264545722,0.4334272691620353,0.4761113882487457
s1d3,0.5,0.5,0.525,0.1245618135078289,0.0601047523473051,0.229301192862989,0.3224894558898591,0.5001324349501793,0.2028000942932132,0.4334272845507653,0.4765496260109193
s2d1,0.001,0.001,0.4799,0.2061611374407582,0.8667315504400813,0.2888693656472076,0.2681372853349887,0.4882925295637188,0.1932829670624564,0.813335632505483,0.6672502470263371
s2d1,0.001,0.005,0.4634,0.1675355450236967,0.8250620627397878,0.2612546202891513,0.3541567324689725,0.4957879444302453,0.2048737184778147,0.6508192257556663,0.6994905823857972
s2d1,0.001,0.01,0.4906,0.133649289099526,0.8000987361769352,0.258829620049934,0.3408706861268287,0.4955726134037299,0.2120729059398163,0.6134051396053396,0.6697024257908823
s2d1,0.001,0.05,0.417,0.1139810426540284,0.610104942450914,0.2416377274736787,0.4312448565036992,0.4991206266644498,0.268279836691055,0.4917332717100692,0.5106512667487996
s2d1,0.001,0.1,0.5296,0.0798578199052132,0.3345548408937033,0.2409380823991231,0.3427563984083453,0.4901401439004293,0.2416784904830645,0.4690448418254364,0.3467043325176101
s2d1,0.001,0.5,0.5292,0.0940758293838862,0.3273555630783119,0.2409343845790198,0.2867861595079801,0.4899647845667311,0.2361609438804381,0.4690397577725889,0.3406720462609572
s2d1,0.005,0.001,0.4695,0.1812796208530805,0.7077578424734823,0.2431048499783815,0.4299922793746474,0.5045329395572353,0.3075760481750204,0.5146886123767226,0.7650869909942403
s2d1,0.005,0.005,0.4775,0.3094786729857819,0.4914494470774092,0.239489045728104,0.4715920560834696,0.4999342161431034,0.3003273865654138,0.4535576256235,0.5529281466733453
s2d1,0.005,0.01,0.5061,0.3045023696682464,0.4213580455879034,0.2390734755538811,0.4300906577887003,0.5004986751911488,0.2709071750896675,0.4460561368031138,0.3960342140843292
s2d1,0.005,0.05,0.5303,0.1364928909952606,0.2984681787406906,0.2372346341678201,0.2841357926141157,0.4942054751344799,0.2329012976838814,0.4314959690774284,0.3391826667469392
s2d1,0.005,0.1,0.53,0.1334123222748815,0.2978419092755585,0.2372351251312128,0.2789044309738364,0.4941990769758724,0.2262016844212618,0.4314888310293219,0.3380884176278217
s2d1,0.005,0.5,0.5298,0.1315165876777251,0.2975823741819002,0.2372357019308922,0.2833911844654957,0.4941975315032912,0.2371001730121584,0.4314853164900127,0.3360152619696596
s2d1,0.01,0.001,0.4764,0.2002369668246445,0.5114900699616339,0.2377029299988743,0.5330846425074592,0.5052854021679524,0.3519927027423254,0.4446829203654457,0.6141105169709655
s2d1,0.01,0.005,0.4969,0.1938388625592417,0.3661729857819905,0.2369737852765179,0.4431600534222701,0.4993977411707396,0.2876550201955012,0.4261583416281294,0.374202828461076
s2d1,0.01,0.01,0.5268,0.2260663507109004,0.2641249153689911,0.236262376470847,0.3606045876003569,0.4962062455412605,0.2340297376398411,0.4168710323302355,0.3171185606904663
s2d1,0.01,0.05,0.5286,0.1860189573459715,0.2614251861882195,0.2362876687922783,0.2963255472627821,0.4960671076294454,0.2424766055137608,0.4168316310301671,0.3118240897782504
s2d1,0.01,0.1,0.5286,0.1831753554502369,0.2612982396750167,0.2362891026161895,0.282219173827232,0.4960643863400034,0.2244392270859233,0.416830011424911,0.3147771448413586
s2d1,0.01,0.5,0.5286,0.1938388625592417,0.2612079665989617,0.236290232729406,0.2957619359266751,0.4960632391319068,0.2442220882658696,0.4168289028464855,0.314432263162892
s2d1,0.05,0.001,0.4863,0.3350710900473934,0.2225457007447527,0.2356345839510474,0.4336663340830504,0.4990698059880183,0.2683774778726339,0.4044978586463159,0.3317403811112617
s2d1,0.05,0.005,0.5144,0.109952606635071,0.1802499435793272,0.235710131001571,0.3860313864503158,0.4979898497510786,0.2592406849089845,0.4023899059456712,0.3140583034480743
s2d1,0.05,0.01,0.517,0.1165876777251184,0.179990408485669,0.2357184931806324,0.360830880641887,0.4979525037498474,0.2462783522996674,0.4023862868073983,0.3182363371838316
s2d1,0.05,0.05,0.5186,0.121563981042654,0.17985217783796,0.235723439577696,0.2839086831973299,0.4979362064493468,0.2294122816055316,0.4023849249918657,0.3210450976395242
s2d1,0.05,0.1,0.5186,0.1218009478672985,0.1798296095689463,0.2357239609381428,0.2906958178042973,0.4979352466875922,0.241067782814642,0.4023849200468447,0.3166499817728295
s2d1,0.05,0.5,0.5187,0.1220379146919431,0.1798098623335589,0.2357243727913039,0.2802183927824578,0.4979346910426055,0.2175032364770453,0.4023849558563709,0.3181430285133744
s2d1,0.1,0.001,0.4876,0.3293838862559242,0.1870486346197248,0.2356131083353989,0.4370250231479602,0.4988837756586405,0.2727861753598702,0.401579132991732,0.3279811127488037
s2d1,0.1,0.005,0.5126,0.2028436018957346,0.1641333784698715,0.23567273523711,0.3757511422249057,0.498168991499244,0.2447831012331982,0.4005124522307697,0.3130165497005304
s2d1,0.1,0.01,0.5145,0.2014218009478673,0.1640318212593096,0.2356763943896588,0.3497060904191464,0.4981540358425855,0.2509741621522938,0.4005111227135832,0.3128207000587285
s2d1,0.1,0.05,0.5162,0.2009478672985782,0.1639810426540286,0.2356788722731099,0.2827774365232969,0.4981465253056883,0.2294958149003065,0.4005106650683006,0.3216277084567027
s2d1,0.1,0.1,0.5163,0.2011848341232227,0.163983863687655,0.2356791485856719,0.2939616720741008,0.4981460428830347,0.2440157088811638,0.4005106847991951,0.3229857893534362
s2d1,0.1,0.5,0.5163,0.2018957345971564,0.163983863687655,0.2356793669007443,0.2845013827307777,0.4981457602690218,0.2387286501866637,0.4005107208307052,0.3191628726786893
s2d1,0.5,0.001,0.494,0.309952606635071,0.1506178063642519,0.2356405074017992,0.4124839237641298,0.498199400600033,0.2497807321587339,0.3990226960920558,0.3255664840677634
s2d1,0.5,0.005,0.5117,0.309952606635071,0.150214398555631,0.2356470394520708,0.3748446900170959,0.4981633988907834,0.2438503526224601,0.3990139557346616,0.3163532013213898
s2d1,0.5,0.01,0.5136,0.309952606635071,0.150200293387497,0.235647727081396,0.3518881586404078,0.4981611839021808,0.2500475324642924,0.3990137528893916,0.3161442435494117
s2d1,0.5,0.05,0.5153,0.309952606635071,0.1501946513202435,0.2356482147930009,0.2811578025844993,0.4981599766150286,0.222814706967593,0.3990137076651824,0.3118101138169054
s2d1,0.5,0.1,0.5154,0.309952606635071,0.1501974723538707,0.2356482725624981,0.281333091844318,0.4981598764115941,0.2314394847583722,0.3990137169162657,0.317927992996148
s2d1,0.5,0.5,0.5155,0.309952606635071,0.150200293387497,0.2356483182120936,0.2916897883104582,0.4981598085443739,0.2419609520763165,0.3990137284565793,0.3233560575645812
s2d4,0.001,0.001,0.5392,0.04860088365243,0.8558404489619632,0.2967657593567583,0.2863320469902632,0.4887461927935146,0.1548921746917469,0.8124539310437641,0.689757274761444
s2d4,0.001,0.005,0.5591,0.0276550482736049,0.8053054019760121,0.2716628100188923,0.3490501630808029,0.4947054338529896,0.1466338815959496,0.657360983800051,0.7259196827698535
s2d4,0.001,0.01,0.509,0.0911471117656684,0.7905778614752756,0.2619385336314779,0.3395485007095706,0.4988549472284543,0.1348433626117996,0.6333025559601211,0.7659621533840449
s2d4,0.001,0.05,0.5376,0.0366552119129438,0.4974810272258303,0.2465867798923244,0.4274625258181472,0.4895816841122601,0.2449435861268616,0.5012986331945922,0.4965559873278517
s2d4,0.001,0.1,0.5827,0.0530191458026509,0.3354029685785642,0.2423037897565366,0.3736961555757657,0.4881946330651653,0.1986542005871493,0.4851491346741755,0.4270766373619911
s2d4,0.001,0.5,0.5345,0.1358206512845688,0.2969946696497313,0.2409681817428997,0.2951577363272809,0.4872082611526677,0.1679416871903706,0.4843671082282879,0.4165202882887003
s2d4,0.005,0.001,0.5797,0.0142366224840451,0.69430293665548,0.2505628919985481,0.4892507548792668,0.5021373602518805,0.3017907075553936,0.5263375003506973,0.7273409424018622
s2d4,0.005,0.005,0.5289,0.0736377025036818,0.5819712370329236,0.244510092659717,0.5241483722627133,0.5038859342591026,0.3064318106802244,0.4807954398048273,0.5595154669086042
s2d4,0.005,0.01,0.5256,0.0055637375225004,0.4589842020972662,0.2426301375156543,0.4816498491078119,0.4992125161036665,0.2896879874813158,0.4583557948811934,0.5298466780487747
s2d4,0.005,0.05,0.531,0.1189657993781705,0.2625096909362584,0.2370198176126692,0.3437079811213213,0.4944572857960019,0.195132174716971,0.4413049445555883,0.4327339470228152
